,Stichtag,Amtlicher Regionalschlüssel (ARS)__Code,Einwohner,Personen unter 18 Jahren,Personen 18 - 29 Jahre,Personen 30 - 49 Jahre,Personen 50 - 64 Jahre,Personen 65 Jahre und älter,Ausländeranteil,Durchschnittliche Haushaltsgröße,Durchschnittliche Nettokaltmiete/qm,Blockheizung,Etagenheizung,Fernheizung,Einzel-/ Mehrraumöfen,keine Heizung,Zentralheizung,Fernwärme,Gas,Holz/Holzpellets,Heizöl,Kohle,Solar/Geothermie/Wärmepumpe,Strom,kein Energieträger,Biomasse/Biogas,Leerstandsquote,Eigentümerquote,Gebäude vor 1919,Gebäude ab 1919 bis 1948,Gebäude ab 1949 bis 1978,Gebäude ab 1979 bis 1990,Gebäude ab 1991 bis 2000,Gebäude ab 2001 bis 2010,Gebäude ab 2011 bis 2019,Gebäude ab 2020 und später,Fläche__qkm,Einwohnerdichte,Statistische Kennziffer,GRÜNE - Zweitstimmen,GRÜNE - Zweitstimmen_Anteil
92,2022-05-15,5570,279209.0,0.17600000000000002,0.124,0.239,0.242,0.21899999999999997,0.11199999999999999,2.2,5.92,0.013000000000000001,0.11,0.022000000000000002,0.023,0.003,0.83,0.022000000000000002,0.731,0.022000000000000002,0.16399999999999998,0.002,0.034,0.021,0.003,,0.027000000000000003,0.5429999999999999,0.09300000000000001,0.081,0.391,0.129,0.141,0.094,0.061,0.011000000000000001,1319.42,211.61495202437433,5570,19715,0.11270351230220434
93,2022-05-15,5711,330072.0,0.17300000000000001,0.162,0.257,0.20800000000000002,0.201,0.165,2.0,7.11,0.013999999999999999,0.146,0.19399999999999998,0.01,0.002,0.634,0.19399999999999998,0.685,0.006999999999999999,0.076,,0.027000000000000003,0.01,0.002,,0.031,0.33299999999999996,0.08900000000000001,0.133,0.439,0.12,0.08800000000000001,0.07400000000000001,0.048,0.008,258.83,1275.2463006606654,5711,31128,0.16503371930271027
94,2022-05-15,5754,359571.0,0.179,0.131,0.247,0.23800000000000002,0.205,0.138,2.2,6.22,0.013000000000000001,0.052000000000000005,0.025,0.017,0.003,0.89,0.025,0.665,0.026000000000000002,0.21600000000000003,,0.044000000000000004,0.02,0.003,0.001,0.03,0.511,0.06,0.073,0.391,0.13699999999999998,0.159,0.10400000000000001,0.066,0.011000000000000001,969.21,370.9939022502863,5754,25002,0.11586640282135294
95,2022-05-15,5758,254008.0,0.174,0.12300000000000001,0.23800000000000002,0.24,0.226,0.106,2.2,5.53,0.016,0.07400000000000001,0.022000000000000002,0.032,0.004,0.852,0.022000000000000002,0.716,0.019,0.174,,0.032,0.033,0.004,,0.042,0.5379999999999999,0.132,0.141,0.37,0.095,0.124,0.085,0.046,0.006999999999999999,450.39,563.9734452363507,5758,14697,0.09690372265372595
96,2022-05-15,5762,138447.0,0.168,0.121,0.225,0.247,0.24,0.07200000000000001,2.2,4.75,0.012,0.047,0.027000000000000003,0.052000000000000005,0.008,0.8540000000000001,0.027000000000000003,0.491,0.057999999999999996,0.337,,0.031,0.048,0.008,0.001,0.047,0.605,0.149,0.10300000000000001,0.41600000000000004,0.098,0.122,0.069,0.038,0.006,1201.42,115.23613723760216,5762,7382,0.08114227928244812
97,2022-05-15,5766,348030.0,0.18,0.126,0.228,0.235,0.231,0.099,2.1,5.67,0.015,0.062,0.096,0.019,0.004,0.804,0.096,0.5579999999999999,0.03,0.273,,0.021,0.017,0.004,0.001,0.048,0.521,0.142,0.096,0.42100000000000004,0.114,0.11900000000000001,0.062,0.04,0.006999999999999999,1246.19,279.27523090379475,5766,22053,0.10304417914632152
98,2022-05-15,5770,319456.0,0.17800000000000002,0.127,0.23399999999999999,0.23800000000000002,0.223,0.098,2.2,5.73,0.009000000000000001,0.065,0.044000000000000004,0.033,0.008,0.841,0.044000000000000004,0.628,0.028999999999999998,0.223,,0.032,0.035,0.008,0.001,0.038,0.544,0.125,0.13,0.389,0.092,0.126,0.078,0.05,0.01,1152.42,277.2044914180594,5770,18190,0.09519224227707798
99,2022-05-15,5774,313102.0,0.179,0.154,0.251,0.221,0.19399999999999998,0.10400000000000001,2.2,6.42,0.02,0.057999999999999996,0.033,0.045,0.003,0.84,0.033,0.64,0.031,0.14800000000000002,,0.063,0.08,0.003,0.001,0.033,0.475,0.046,0.067,0.374,0.152,0.17600000000000002,0.11,0.066,0.008,1246.78,251.1285070341199,5774,21998,0.11501320157896112
100,2022-05-15,5911,354288.0,0.151,0.155,0.252,0.21899999999999997,0.223,0.14300000000000002,1.9,6.47,0.013000000000000001,0.188,0.156,0.036000000000000004,0.001,0.606,0.156,0.718,0.004,0.07200000000000001,0.001,0.012,0.035,0.001,,0.036000000000000004,0.285,0.132,0.146,0.484,0.096,0.065,0.043,0.027000000000000003,0.006999999999999999,145.66,2432.2943841823426,5911,29571,0.13840990788586835
101,2022-05-15,5913,598246.0,0.16899999999999998,0.153,0.26,0.215,0.204,0.191,1.9,6.44,0.036000000000000004,0.261,0.07400000000000001,0.026000000000000002,0.002,0.601,0.07400000000000001,0.81,0.006999999999999999,0.06,0.001,0.012,0.033,0.002,0.001,0.033,0.27,0.12300000000000001,0.127,0.469,0.08900000000000001,0.073,0.069,0.044000000000000004,0.006,280.71,2131.1887713298424,5913,42471,0.13363014237394794
102,2022-05-15,5914,189614.0,0.177,0.138,0.244,0.226,0.215,0.20800000000000002,2.0,5.39,0.008,0.23800000000000002,0.055,0.033,0.006999999999999999,0.659,0.055,0.759,0.008,0.125,,0.013000000000000001,0.033,0.006999999999999999,,0.057999999999999996,0.284,0.11699999999999999,0.154,0.479,0.10300000000000001,0.065,0.053,0.027999999999999997,0.002,160.45,1181.7637893424744,5914,7762,0.08217669789847017
103,2022-05-15,5915,179070.0,0.175,0.142,0.249,0.221,0.214,0.16399999999999998,2.1,5.79,0.040999999999999995,0.131,0.087,0.019,0.003,0.7190000000000001,0.087,0.723,0.009000000000000001,0.136,0.005,0.018000000000000002,0.019,0.003,,0.027999999999999997,0.39399999999999996,0.134,0.14300000000000002,0.391,0.105,0.099,0.079,0.039,0.011000000000000001,226.42,790.8753643671055,5915,7547,0.07881902016689121
