,Stichtag,Amtlicher Regionalschlüssel (ARS)__Code,Einwohner,Personen unter 18 Jahren,Personen 18 - 29 Jahre,Personen 30 - 49 Jahre,Personen 50 - 64 Jahre,Personen 65 Jahre und älter,Ausländeranteil,Durchschnittliche Haushaltsgröße,Durchschnittliche Nettokaltmiete/qm,Blockheizung,Etagenheizung,Fernheizung,Einzel-/ Mehrraumöfen,keine Heizung,Zentralheizung,Fernwärme,Gas,Holz/Holzpellets,Heizöl,Kohle,Solar/Geothermie/Wärmepumpe,Strom,kein Energieträger,Biomasse/Biogas,Leerstandsquote,Eigentümerquote,Gebäude vor 1919,Gebäude ab 1919 bis 1948,Gebäude ab 1949 bis 1978,Gebäude ab 1979 bis 1990,Gebäude ab 1991 bis 2000,Gebäude ab 2001 bis 2010,Gebäude ab 2011 bis 2019,Gebäude ab 2020 und später,Fläche__qkm,Einwohnerdichte
212,2022-05-15,8437,131515.0,23043.0,17792.0,31290.0,31405.0,27988.0,15607.0,2.2,6.26,513.0,1828.0,2888.0,6088.0,591.0,50556.0,2888.0,22999.0,8605.0,20343.0,16.0,3275.0,3624.0,591.0,121.0,4.5,61.2,5367.0,3049.0,13466.0,5666.0,5738.0,2929.0,2445.0,854.0,1204.22,109.21177193536064
213,2022-05-15,9162,1478638.0,236265.0,242949.0,462994.0,280864.0,255565.0,403149.0,1.9,12.91,23175.0,69311.0,269324.0,23238.0,1506.0,437548.0,269324.0,414639.0,28537.0,80065.0,79.0,14845.0,14906.0,1506.0,203.0,2.4,24.0,10506.0,18401.0,58959.0,20643.0,12166.0,13442.0,10528.0,2553.0,310.7,4759.053749597683
214,2022-05-15,9163,63284.0,10612.0,9688.0,17021.0,13110.0,12848.0,13946.0,2.0,9.11,111.0,1152.0,12231.0,1234.0,287.0,18241.0,12231.0,14094.0,1046.0,4410.0,3.0,591.0,573.0,287.0,18.0,2.0,30.3,580.0,930.0,4610.0,1602.0,1234.0,1031.0,720.0,168.0,37.22,1700.2686727565826
215,2022-05-15,9171,111881.0,19508.0,13800.0,27458.0,26131.0,24983.0,14409.0,2.2,6.34,268.0,407.0,6256.0,2981.0,573.0,43675.0,6256.0,12521.0,5693.0,24968.0,7.0,2645.0,1473.0,573.0,26.0,3.7,54.4,1916.0,2407.0,12104.0,4656.0,4732.0,2459.0,2268.0,717.0,569.29,196.52725324527043
216,2022-05-15,9172,103867.0,16925.0,13256.0,25426.0,23353.0,24904.0,17263.0,2.1,7.4,1306.0,1290.0,5178.0,1672.0,389.0,44997.0,5178.0,16072.0,6468.0,24279.0,12.0,1857.0,525.0,389.0,44.0,3.8,44.7,2672.0,2127.0,9391.0,3419.0,2869.0,1692.0,1376.0,364.0,810.25,128.19129898179574
217,2022-05-15,9173,129131.0,22758.0,15581.0,32093.0,30540.0,28150.0,17217.0,2.2,9.26,1261.0,1290.0,2840.0,2781.0,330.0,54668.0,2840.0,29436.0,7605.0,18414.0,6.0,2804.0,1676.0,330.0,56.0,2.9,46.5,2690.0,2164.0,10969.0,4271.0,3970.0,3283.0,2344.0,638.0,1102.66,117.10862822628914
218,2022-05-15,9174,150689.0,27218.0,19001.0,40848.0,34714.0,28912.0,24372.0,2.2,10.08,1139.0,879.0,5994.0,2219.0,344.0,59372.0,5994.0,27305.0,5061.0,25056.0,12.0,4107.0,2016.0,344.0,54.0,2.7,50.6,944.0,1312.0,12677.0,6307.0,5781.0,4519.0,4101.0,825.0,579.15,260.18993352326686
219,2022-05-15,9175,141747.0,27003.0,17315.0,37173.0,32967.0,27286.0,20927.0,2.3,10.56,521.0,1047.0,9910.0,1769.0,284.0,52018.0,9910.0,28383.0,5079.0,16332.0,3.0,3867.0,1618.0,284.0,75.0,2.9,51.0,1505.0,1125.0,12747.0,5479.0,5355.0,4411.0,3922.0,790.0,473.76,299.19579533941237
220,2022-05-15,9176,133409.0,25916.0,17388.0,35189.0,30108.0,24801.0,12802.0,2.4,8.09,674.0,893.0,1787.0,2644.0,580.0,53434.0,1787.0,17680.0,9225.0,25374.0,5.0,3648.0,1666.0,580.0,45.0,4.9,67.0,1901.0,1387.0,14273.0,6691.0,6690.0,4673.0,4512.0,1124.0,1208.41,110.4004435580639
221,2022-05-15,9177,137644.0,24951.0,18219.0,36705.0,33243.0,24529.0,17644.0,2.3,9.3,627.0,593.0,8904.0,2139.0,427.0,50234.0,8904.0,21365.0,5976.0,20963.0,15.0,3433.0,1740.0,427.0,103.0,3.4,52.3,1642.0,1718.0,10379.0,5329.0,6727.0,5181.0,3914.0,1083.0,870.73,158.07885337590298
222,2022-05-15,9178,180064.0,31996.0,26902.0,50574.0,40850.0,29746.0,33287.0,2.2,10.15,1582.0,1171.0,7145.0,2887.0,423.0,73396.0,7145.0,33311.0,6164.0,30888.0,16.0,5659.0,2900.0,423.0,101.0,3.3,45.5,1758.0,1972.0,13746.0,7555.0,7163.0,5346.0,3871.0,997.0,799.83,225.127839665929
223,2022-05-15,9179,214553.0,38475.0,25403.0,54993.0,48569.0,47116.0,34441.0,2.2,10.53,714.0,1084.0,8194.0,1855.0,320.0,90527.0,8194.0,54421.0,3936.0,28881.0,10.0,5400.0,1487.0,320.0,48.0,2.7,50.6,1321.0,2152.0,20925.0,9008.0,6744.0,5718.0,3963.0,875.0,434.82,493.42946506600435
224,2022-05-15,9180,89200.0,13765.0,11039.0,20690.0,21239.0,22472.0,12075.0,2.0,8.87,565.0,604.0,2406.0,1628.0,279.0,45142.0,2406.0,22891.0,4309.0,18845.0,11.0,1003.0,848.0,279.0,28.0,4.4,42.5,2117.0,2583.0,8431.0,2838.0,2443.0,1493.0,1371.0,330.0,928.7,96.04823947453428
225,2022-05-15,9181,119086.0,21356.0,14262.0,28960.0,29664.0,24836.0,11195.0,2.2,8.51,613.0,472.0,2650.0,3494.0,506.0,49075.0,2650.0,15904.0,7175.0,24670.0,15.0,3946.0,1902.0,506.0,46.0,3.5,56.5,3040.0,1853.0,9955.0,5974.0,5679.0,4678.0,3265.0,876.0,756.96,157.32139082646376
226,2022-05-15,9182,96154.0,16253.0,11090.0,23398.0,23373.0,22042.0,12081.0,2.1,9.49,623.0,1868.0,3148.0,3061.0,318.0,42911.0,3148.0,21537.0,5952.0,17695.0,5.0,1722.0,1531.0,318.0,27.0,4.3,48.1,2598.0,2092.0,8951.0,3704.0,3183.0,2581.0,2142.0,577.0,866.21,111.00541439142933
227,2022-05-15,9183,119652.0,20886.0,15596.0,30710.0,27987.0,24473.0,16256.0,2.3,6.77,571.0,1394.0,3826.0,3594.0,579.0,45340.0,3826.0,22959.0,7417.0,16596.0,11.0,2656.0,1213.0,579.0,51.0,3.7,56.1,2604.0,1693.0,11296.0,4938.0,5268.0,3082.0,2784.0,847.0,798.22,149.89852421638145
228,2022-05-15,9184,348611.0,64019.0,44103.0,90879.0,77042.0,72569.0,66011.0,2.2,11.79,4593.0,2134.0,48740.0,2318.0,359.0,108392.0,48740.0,77638.0,4260.0,25176.0,9.0,7898.0,2014.0,359.0,443.0,2.6,46.4,1495.0,3017.0,27474.0,13535.0,9990.0,9441.0,6128.0,1314.0,594.24,586.6501750134626
229,2022-05-15,9185,97166.0,17676.0,12303.0,25277.0,22569.0,19337.0,10979.0,2.3,7.46,282.0,678.0,3262.0,2258.0,515.0,38027.0,3262.0,12553.0,4880.0,19073.0,11.0,3075.0,1611.0,515.0,39.0,4.2,62.1,1101.0,1469.0,10970.0,4449.0,4633.0,2814.0,2807.0,788.0,739.73,131.35333162099684
230,2022-05-15,9186,127528.0,23286.0,15979.0,34527.0,29638.0,24097.0,15634.0,2.3,8.12,444.0,553.0,3245.0,2449.0,514.0,51831.0,3245.0,15783.0,6693.0,26633.0,33.0,4208.0,1814.0,514.0,113.0,4.1,57.6,1169.0,1489.0,12966.0,6549.0,6333.0,4241.0,4102.0,975.0,761.04,167.57069273625567
231,2022-05-15,9187,254051.0,44612.0,30105.0,61966.0,60948.0,56419.0,27084.0,2.2,8.49,1302.0,1208.0,5048.0,6263.0,972.0,110332.0,5048.0,27426.0,19873.0,59938.0,16.0,7955.0,3728.0,972.0,171.0,3.6,52.9,6159.0,3953.0,22093.0,11841.0,10567.0,7376.0,5967.0,1620.0,1429.06,177.77490098386352
232,2022-05-15,9188,138325.0,24958.0,15276.0,32207.0,33418.0,32467.0,21199.0,2.2,10.86,573.0,1567.0,1332.0,2370.0,346.0,61396.0,1332.0,38713.0,3804.0,18441.0,28.0,3342.0,1549.0,346.0,28.0,3.0,48.6,1892.0,2138.0,13670.0,5974.0,4490.0,3769.0,2942.0,849.0,430.83,321.06631385929484
233,2022-05-15,9189,170443.0,28564.0,20725.0,40883.0,40333.0,39941.0,18046.0,2.1,7.16,545.0,1742.0,8485.0,5478.0,772.0,71420.0,8485.0,17665.0,13726.0,39112.0,10.0,5701.0,2833.0,772.0,136.0,4.2,54.8,5275.0,3253.0,17613.0,6923.0,6965.0,4026.0,3683.0,1061.0,1446.99,117.79141528275939
234,2022-05-15,9190,136598.0,24333.0,16611.0,32744.0,32387.0,30523.0,13768.0,2.2,8.05,665.0,1077.0,5824.0,4343.0,585.0,54281.0,5824.0,24988.0,8769.0,20430.0,19.0,3758.0,2354.0,585.0,41.0,3.8,53.3,3375.0,2847.0,12269.0,5898.0,5499.0,3610.0,3155.0,964.0,966.27,141.3662847858259
235,2022-05-15,9262,51907.0,7114.0,10177.0,12797.0,10247.0,11571.0,10004.0,1.8,7.93,433.0,2640.0,1008.0,1062.0,115.0,27894.0,1008.0,21475.0,1620.0,7689.0,9.0,657.0,480.0,115.0,102.0,5.7,32.2,1031.0,811.0,4670.0,1662.0,1263.0,746.0,734.0,182.0,69.56,746.2190914318574
236,2022-05-15,9271,119231.0,19141.0,16793.0,29556.0,28236.0,25512.0,12839.0,2.1,6.62,650.0,805.0,2377.0,3977.0,878.0,51867.0,2377.0,18900.0,11114.0,22651.0,10.0,2857.0,1660.0,878.0,106.0,4.7,57.7,2546.0,2151.0,13112.0,5592.0,5518.0,3307.0,3314.0,926.0,861.14,138.4571614371647
237,2022-05-15,9272,77917.0,11932.0,9868.0,18125.0,19852.0,18138.0,4687.0,2.2,4.93,356.0,264.0,1796.0,2714.0,834.0,33792.0,1796.0,5417.0,11012.0,18591.0,12.0,1047.0,996.0,834.0,58.0,6.9,71.5,2403.0,1797.0,10133.0,4151.0,4024.0,1725.0,1416.0,564.0,827.66,94.14131406616244
238,2022-05-15,9273,123830.0,22481.0,16090.0,32414.0,28741.0,24108.0,16244.0,2.3,7.05,495.0,542.0,2641.0,2729.0,616.0,49738.0,2641.0,18388.0,8160.0,22854.0,13.0,2523.0,1508.0,616.0,50.0,4.4,61.7,1838.0,1901.0,13328.0,5388.0,6178.0,3563.0,3465.0,1043.0,999.97,123.83371501145034
239,2022-05-15,9274,159168.0,29138.0,19577.0,41063.0,38253.0,31138.0,16976.0,2.3,6.95,659.0,571.0,3129.0,4234.0,897.0,62825.0,3129.0,18778.0,10647.0,31649.0,8.0,4498.0,2626.0,897.0,85.0,3.7,62.8,2988.0,2246.0,15417.0,8365.0,8972.0,5525.0,5151.0,1511.0,1347.55,118.11658194501132
240,2022-05-15,9275,191740.0,30712.0,23364.0,45905.0,46790.0,44973.0,17610.0,2.2,5.86,743.0,1217.0,3212.0,5714.0,1248.0,83003.0,3212.0,26377.0,17186.0,39808.0,22.0,4546.0,2638.0,1248.0,99.0,5.2,65.0,5933.0,3404.0,20164.0,10072.0,9698.0,5550.0,5145.0,1554.0,1530.07,125.31452809348592
241,2022-05-15,9276,77243.0,12232.0,9503.0,18235.0,19052.0,18222.0,5582.0,2.2,4.98,358.0,385.0,1989.0,2976.0,921.0,33753.0,1989.0,7932.0,10042.0,17800.0,3.0,940.0,689.0,921.0,69.0,7.2,65.0,1976.0,2015.0,10254.0,3919.0,3341.0,1562.0,1236.0,517.0,974.77,79.24228279491572
242,2022-05-15,9277,118818.0,19930.0,15124.0,28531.0,28593.0,26645.0,12479.0,2.3,5.79,384.0,471.0,3927.0,4116.0,844.0,46934.0,3927.0,14438.0,12060.0,21271.0,24.0,2655.0,1370.0,844.0,88.0,4.6,64.5,4415.0,2641.0,13434.0,5912.0,6120.0,3232.0,2878.0,1023.0,1281.21,92.73889526307163
243,2022-05-15,9278,102067.0,17972.0,12402.0,25770.0,24920.0,21005.0,8278.0,2.4,5.76,428.0,464.0,1789.0,3408.0,880.0,39069.0,1789.0,6820.0,9678.0,22311.0,23.0,3070.0,1403.0,880.0,61.0,4.8,68.7,2510.0,1818.0,10852.0,5293.0,6238.0,3612.0,3397.0,1116.0,1201.6200000000001,84.94116276360246
244,2022-05-15,9279,98561.0,16684.0,13008.0,26221.0,23278.0,19374.0,12937.0,2.3,6.36,474.0,415.0,2403.0,3387.0,680.0,37956.0,2403.0,13841.0,6575.0,17151.0,11.0,3030.0,1495.0,680.0,124.0,3.9,62.9,2430.0,2033.0,10122.0,5040.0,5622.0,2994.0,2758.0,963.0,877.57,112.31126861674852
245,2022-05-15,9362,145901.0,21366.0,29379.0,41836.0,27438.0,25881.0,27063.0,1.7,9.42,5926.0,6528.0,10473.0,4243.0,111.0,65381.0,10473.0,65413.0,3747.0,9667.0,348.0,1205.0,1670.0,111.0,29.0,2.9,23.1,2123.0,2542.0,7970.0,2581.0,2694.0,2453.0,2417.0,495.0,80.86,1804.3655701211972
246,2022-05-15,9363,42047.0,6324.0,6078.0,10131.0,9666.0,9846.0,5847.0,1.9,5.91,286.0,3075.0,192.0,1920.0,104.0,18994.0,192.0,17129.0,1052.0,5215.0,4.0,318.0,535.0,104.0,24.0,5.7,35.3,638.0,1220.0,4200.0,1205.0,1186.0,663.0,519.0,89.0,70.57,595.8197534363044
247,2022-05-15,9371,103243.0,16823.0,12572.0,24580.0,26286.0,22982.0,6911.0,2.3,5.33,311.0,1030.0,1903.0,4522.0,632.0,42513.0,1903.0,8903.0,10948.0,23744.0,23.0,2344.0,2361.0,632.0,48.0,6.2,67.8,2465.0,2242.0,12727.0,4768.0,4895.0,2624.0,1960.0,755.0,1253.05,82.3933602011093
248,2022-05-15,9372,126660.0,20454.0,15771.0,30914.0,30835.0,28682.0,8684.0,2.2,5.27,426.0,875.0,2360.0,5211.0,1513.0,52719.0,2360.0,11433.0,15670.0,28310.0,15.0,1945.0,1786.0,1513.0,70.0,7.1,69.0,3197.0,3059.0,15615.0,6632.0,5991.0,3412.0,2885.0,1117.0,1526.81,82.95727693688147
249,2022-05-15,9373,136136.0,23781.0,17689.0,34518.0,32786.0,27363.0,13235.0,2.3,6.88,803.0,778.0,3008.0,2343.0,571.0,53454.0,3008.0,19899.0,8865.0,24799.0,15.0,2413.0,1302.0,571.0,81.0,4.2,67.7,1633.0,1416.0,15301.0,7149.0,6544.0,3696.0,3673.0,1153.0,1343.94,101.29618881795318
250,2022-05-15,9374,95187.0,15521.0,11694.0,22917.0,24029.0,21025.0,5201.0,2.2,4.95,991.0,558.0,1415.0,3790.0,789.0,39151.0,1415.0,8789.0,10185.0,21963.0,41.0,1766.0,1688.0,789.0,56.0,6.7,67.0,2673.0,2433.0,11667.0,4479.0,4069.0,2481.0,1860.0,664.0,1379.85,68.98358517230135
251,2022-05-15,9375,190526.0,33870.0,22336.0,48402.0,46413.0,39499.0,18049.0,2.3,7.05,599.0,1182.0,2295.0,5812.0,936.0,79331.0,2295.0,25513.0,12153.0,40107.0,25.0,5199.0,3889.0,936.0,39.0,4.3,62.7,2871.0,2441.0,19462.0,10250.0,9815.0,6605.0,5474.0,1680.0,1359.71,140.1225261268947
252,2022-05-15,9376,147256.0,24334.0,18853.0,37265.0,35352.0,31454.0,13915.0,2.2,5.82,499.0,1853.0,4237.0,4914.0,1236.0,59217.0,4237.0,27789.0,13083.0,20437.0,17.0,2819.0,2276.0,1236.0,68.0,5.8,65.1,2501.0,3475.0,19111.0,5819.0,6133.0,3746.0,3469.0,1111.0,1451.74,101.43414109964594
253,2022-05-15,9377,72531.0,11310.0,8917.0,17015.0,18193.0,17092.0,3974.0,2.2,4.56,158.0,609.0,1344.0,2917.0,693.0,31219.0,1344.0,8509.0,8252.0,16131.0,31.0,858.0,1068.0,693.0,63.0,7.1,66.5,2868.0,2370.0,9121.0,2941.0,2845.0,1442.0,983.0,366.0,1084.24,66.89570574780491
254,2022-05-15,9461,72764.0,10894.0,12656.0,19444.0,14914.0,14856.0,10771.0,1.8,7.69,798.0,7241.0,6309.0,1416.0,269.0,28464.0,6309.0,30145.0,700.0,5598.0,33.0,520.0,909.0,269.0,9.0,4.8,28.7,2849.0,1768.0,4590.0,1683.0,1147.0,823.0,532.0,193.0,54.62,1332.1860124496523
255,2022-05-15,9462,72289.0,9710.0,14919.0,17146.0,14423.0,16085.0,9545.0,1.8,7.25,1323.0,4243.0,2288.0,3405.0,97.0,32220.0,2288.0,30147.0,1595.0,8097.0,30.0,849.0,462.0,97.0,14.0,4.9,30.2,1294.0,1741.0,5922.0,2131.0,1355.0,669.0,525.0,172.0,66.89,1080.7146060696666
256,2022-05-15,9463,40296.0,5839.0,5853.0,9914.0,9121.0,9568.0,5057.0,1.8,6.47,124.0,2634.0,3036.0,860.0,80.0,17855.0,3036.0,17916.0,531.0,2347.0,54.0,293.0,323.0,80.0,8.0,5.9,38.0,1801.0,1138.0,3729.0,1274.0,900.0,501.0,396.0,102.0,48.29,834.4584800165666
257,2022-05-15,9464,45598.0,7332.0,6623.0,10514.0,10130.0,11001.0,8752.0,1.9,5.13,113.0,4400.0,1088.0,1706.0,120.0,20118.0,1088.0,16414.0,920.0,8123.0,40.0,297.0,537.0,120.0,4.0,7.8,35.4,1470.0,1489.0,4178.0,1268.0,974.0,392.0,173.0,62.0,58.02,785.9014133057566
258,2022-05-15,9471,146853.0,25683.0,17302.0,37023.0,36956.0,29891.0,8405.0,2.3,5.98,689.0,1320.0,1571.0,6335.0,912.0,58932.0,1571.0,17377.0,9947.0,30684.0,38.0,4056.0,5070.0,912.0,105.0,5.1,65.8,3650.0,2536.0,15070.0,7351.0,6801.0,3952.0,3144.0,922.0,1079.6200000000001,136.0228598951483
259,2022-05-15,9472,102845.0,16750.0,11296.0,24361.0,26275.0,24168.0,4807.0,2.2,5.4,323.0,888.0,1713.0,4437.0,724.0,44273.0,1713.0,10787.0,9884.0,23595.0,37.0,2945.0,2611.0,724.0,65.0,6.6,67.8,4056.0,3067.0,12104.0,4806.0,4823.0,2496.0,1820.0,603.0,1135.61,90.56366182051937
260,2022-05-15,9473,84106.0,13384.0,9029.0,19919.0,21445.0,20322.0,4869.0,2.1,5.32,297.0,1854.0,1595.0,2473.0,352.0,36078.0,1595.0,20790.0,4474.0,12792.0,188.0,1157.0,1273.0,352.0,41.0,5.1,63.1,3746.0,2127.0,10198.0,3440.0,3633.0,1600.0,1274.0,470.0,584.39,143.92101165317683
261,2022-05-15,9474,114933.0,19641.0,13421.0,28239.0,28683.0,24950.0,8554.0,2.2,6.58,723.0,832.0,1647.0,3411.0,639.0,48694.0,1647.0,11004.0,7313.0,29774.0,40.0,3312.0,2143.0,639.0,73.0,5.1,62.6,2731.0,1963.0,12496.0,5891.0,5120.0,3084.0,2607.0,617.0,642.8,178.8005600497822
262,2022-05-15,9475,92878.0,13910.0,10148.0,20332.0,24162.0,24328.0,6197.0,2.1,4.46,268.0,2630.0,985.0,4372.0,656.0,41844.0,985.0,20702.0,6134.0,19044.0,78.0,1312.0,1810.0,656.0,33.0,8.4,66.0,5645.0,4185.0,13330.0,3643.0,3512.0,1334.0,703.0,295.0,854.9300000000001,108.63813411624342
263,2022-05-15,9476,65099.0,9155.0,7273.0,14865.0,17298.0,16503.0,3950.0,2.1,5.24,147.0,1191.0,768.0,3693.0,723.0,27206.0,768.0,9089.0,6534.0,13996.0,65.0,703.0,1825.0,723.0,22.0,6.7,70.2,2686.0,2961.0,10249.0,2813.0,2178.0,994.0,578.0,230.0,630.64,103.22688062920209
264,2022-05-15,9477,71505.0,10485.0,8225.0,16388.0,18440.0,17969.0,4534.0,2.1,5.46,273.0,1419.0,1003.0,4851.0,446.0,29290.0,1003.0,15323.0,5010.0,10503.0,32.0,1837.0,3104.0,446.0,28.0,6.8,62.8,3455.0,2606.0,8566.0,2819.0,3138.0,1332.0,809.0,350.0,658.3199999999999,108.61738971928547
265,2022-05-15,9478,67373.0,10568.0,7957.0,16015.0,16939.0,15895.0,5018.0,2.2,5.52,324.0,1473.0,678.0,3781.0,477.0,26555.0,678.0,11880.0,4671.0,11935.0,19.0,1169.0,2436.0,477.0,22.0,5.3,63.5,2904.0,1983.0,8259.0,2709.0,2527.0,1273.0,1021.0,375.0,512.4300000000001,131.47747009347617
266,2022-05-15,9479,70884.0,10574.0,7941.0,15341.0,18014.0,19010.0,6390.0,2.0,4.52,273.0,3123.0,933.0,5070.0,598.0,30678.0,933.0,18874.0,4674.0,12845.0,239.0,677.0,1811.0,598.0,29.0,9.0,58.8,4602.0,3260.0,9494.0,2406.0,1897.0,882.0,496.0,215.0,529.67,133.82672229878983
267,2022-05-15,9561,39601.0,6570.0,5585.0,9800.0,8882.0,8759.0,6196.0,1.9,6.74,355.0,3107.0,677.0,779.0,120.0,17278.0,677.0,15012.0,1129.0,4652.0,66.0,318.0,307.0,120.0,39.0,5.0,42.8,1221.0,1266.0,3738.0,1287.0,1034.0,755.0,404.0,113.0,99.91,396.36673005705137
268,2022-05-15,9562,112220.0,17814.0,21881.0,29545.0,22062.0,20919.0,22959.0,1.9,9.13,1234.0,3019.0,18559.0,1747.0,144.0,43394.0,18559.0,30128.0,1541.0,14652.0,8.0,1385.0,1673.0,144.0,6.0,4.9,31.9,1434.0,1564.0,9221.0,2426.0,2028.0,1864.0,1349.0,204.0,76.96,1458.1600831600833
269,2022-05-15,9563,130126.0,21345.0,17820.0,36875.0,29192.0,24893.0,26048.0,2.0,7.71,1037.0,11092.0,6770.0,2373.0,262.0,46304.0,6770.0,48535.0,1526.0,9063.0,14.0,807.0,803.0,262.0,54.0,3.4,34.0,2296.0,1938.0,7089.0,3410.0,2054.0,1658.0,1469.0,294.0,63.35,2054.0805051302286
270,2022-05-15,9564,522554.0,83998.0,77743.0,147444.0,107630.0,105732.0,126388.0,1.9,8.33,3336.0,42927.0,79201.0,14840.0,1548.0,141903.0,79201.0,158777.0,2658.0,32857.0,45.0,1871.0,6332.0,1548.0,473.0,3.1,28.3,5990.0,10310.0,35421.0,8349.0,4980.0,4556.0,3494.0,710.0,186.44,2802.7998283630122
271,2022-05-15,9565,40865.0,6979.0,4891.0,10057.0,9626.0,9312.0,5674.0,2.1,7.11,185.0,1769.0,1173.0,567.0,61.0,16659.0,1173.0,11107.0,781.0,6278.0,6.0,463.0,378.0,61.0,172.0,3.1,49.4,689.0,700.0,4517.0,1619.0,1065.0,720.0,676.0,90.0,40.8,1001.593137254902
272,2022-05-15,9571,185708.0,32615.0,23654.0,46258.0,44525.0,38656.0,18079.0,2.3,6.18,972.0,2314.0,5765.0,4888.0,906.0,73024.0,5765.0,24271.0,16687.0,33942.0,47.0,3558.0,2274.0,906.0,421.0,4.9,66.1,7866.0,3739.0,19346.0,8110.0,8127.0,4728.0,4053.0,1396.0,1969.48,94.29290980360298
273,2022-05-15,9572,137484.0,25358.0,15153.0,35127.0,32444.0,29404.0,13191.0,2.2,7.57,782.0,1483.0,2833.0,2662.0,429.0,57513.0,2833.0,17954.0,5420.0,32517.0,15.0,4224.0,2250.0,429.0,59.0,4.3,63.0,2048.0,1659.0,14741.0,8446.0,5778.0,3722.0,3775.0,1010.0,461.86,297.6746200147231
274,2022-05-15,9573,117191.0,19901.0,12634.0,29087.0,28066.0,27506.0,10225.0,2.1,7.08,438.0,1802.0,3097.0,1726.0,288.0,50796.0,3097.0,22871.0,3759.0,24657.0,26.0,2236.0,1185.0,288.0,27.0,4.1,57.8,1506.0,1925.0,12835.0,5844.0,4739.0,2966.0,2389.0,503.0,307.43,381.1957193507465
275,2022-05-15,9574,168700.0,28501.0,18526.0,41629.0,41280.0,38760.0,16121.0,2.1,6.87,1493.0,3905.0,2555.0,3137.0,559.0,72685.0,2555.0,36252.0,7769.0,32326.0,39.0,3070.0,1726.0,559.0,37.0,4.7,60.1,4409.0,3906.0,19840.0,7599.0,5854.0,3420.0,3564.0,807.0,671.37,251.27723907830259
276,2022-05-15,9575,100023.0,17123.0,11879.0,24492.0,24576.0,21955.0,9126.0,2.2,5.63,669.0,1163.0,2547.0,3363.0,648.0,39851.0,2547.0,11172.0,8616.0,20896.0,34.0,2523.0,1654.0,648.0,145.0,5.6,65.5,4449.0,2430.0,10439.0,4151.0,4621.0,2575.0,2272.0,721.0,1264.7,79.08832134102948
277,2022-05-15,9576,127255.0,21770.0,14913.0,31077.0,31452.0,28043.0,9814.0,2.3,6.58,497.0,1558.0,1755.0,2129.0,459.0,53100.0,1755.0,21984.0,7027.0,24737.0,19.0,2248.0,1203.0,459.0,65.0,4.2,63.9,2479.0,1873.0,15578.0,6557.0,5668.0,3014.0,2622.0,829.0,871.88,145.95471853924852
278,2022-05-15,9577,94124.0,16232.0,11540.0,22589.0,22526.0,21236.0,10032.0,2.2,5.7,518.0,2570.0,4197.0,2433.0,559.0,35823.0,4197.0,16538.0,7185.0,14851.0,26.0,1360.0,1047.0,559.0,336.0,5.9,62.4,3974.0,1951.0,10365.0,3968.0,3728.0,1980.0,1663.0,650.0,970.78,96.95708605451287
279,2022-05-15,9662,53242.0,8732.0,7702.0,13014.0,10773.0,13022.0,10618.0,1.9,6.29,443.0,3261.0,7058.0,2759.0,71.0,16200.0,7058.0,18578.0,382.0,1977.0,16.0,222.0,1412.0,71.0,79.0,5.3,33.1,502.0,1660.0,4256.0,1294.0,780.0,423.0,295.0,85.0,35.7,1491.3725490196077
280,2022-05-15,9663,131316.0,17198.0,29245.0,33853.0,23953.0,27066.0,17802.0,1.8,8.66,1725.0,17254.0,11062.0,3024.0,111.0,47027.0,11062.0,58979.0,1429.0,6773.0,29.0,1073.0,740.0,111.0,3.0,3.1,25.3,889.0,2301.0,9951.0,3613.0,2000.0,1037.0,882.0,181.0,87.6,1499.041095890411
281,2022-05-15,9671,170549.0,28554.0,19350.0,41233.0,43083.0,38330.0,17461.0,2.2,6.8,285.0,2725.0,1200.0,3969.0,710.0,75499.0,1200.0,41520.0,5268.0,28530.0,22.0,3615.0,3504.0,710.0,23.0,5.8,63.1,3507.0,4532.0,20713.0,7983.0,6441.0,3650.0,2970.0,837.0,507.05,336.35538901489
282,2022-05-15,9672,103047.0,16339.0,11531.0,23355.0,25316.0,26506.0,7361.0,2.1,5.45,398.0,3075.0,1332.0,3292.0,863.0,44255.0,1332.0,22613.0,6620.0,18765.0,50.0,1403.0,1543.0,863.0,22.0,6.7,61.3,3325.0,2468.0,12844.0,4531.0,4062.0,2154.0,1451.0,563.0,1014.26,101.59820953207264
283,2022-05-15,9673,79114.0,13280.0,9435.0,18269.0,19553.0,18579.0,4870.0,2.2,5.25,193.0,1295.0,1655.0,3002.0,788.0,32700.0,1655.0,12863.0,6295.0,15553.0,24.0,1178.0,1233.0,788.0,43.0,6.4,66.4,3767.0,1883.0,9864.0,3512.0,3471.0,1625.0,1398.0,448.0,942.26,83.96196378918769
284,2022-05-15,9674,83123.0,13994.0,9834.0,19802.0,20912.0,18583.0,4435.0,2.3,5.4,359.0,921.0,1207.0,3731.0,726.0,33378.0,1207.0,10950.0,7220.0,16344.0,23.0,1735.0,2077.0,726.0,48.0,5.5,69.8,3856.0,2045.0,9749.0,3942.0,3474.0,1923.0,1588.0,522.0,956.19,86.93146759535239
